Date,EmployeeID,Shift,InTime,OutTime
2026-02-16,EMP0021,B,14:00,23:30
2026-02-16,EMP0023,A,06:02,14:00
2026-02-16,EMP0024,B,14:09,22:00
2026-02-16,EMP0025,C,22:10,06:00
2026-02-16,EMP0026,C,22:05,06:00
2026-02-16,EMP0027,A,06:00,14:00
2026-02-16,EMP0028,A,06:01,14:00
2026-02-16,EMP0029,B,14:02,22:00
2026-02-16,EMP0030,C,22:00,06:30
2026-02-16,EMP0031,A,06:03,14:00
2026-02-16,EMP0032,A,06:01,14:00
2026-02-16,EMP0033,B,14:04,22:00
2026-02-16,EMP0034,C,22:13,06:00
2026-02-16,EMP0035,A,06:04,14:00
2026-02-16,EMP0036,A,06:01,14:00
2026-02-16,EMP0037,C,22:00,06:00
2026-02-16,EMP0038,C,22:02,08:30
2026-02-16,EMP0040,B,14:02,22:00
2026-02-16,EMP0041,A,06:01,14:00
2026-02-16,EMP0042,C,22:00,06:00
2026-02-16,EMP0043,A,06:00,14:00
2026-02-16,EMP0044,C,22:01,06:00
2026-02-16,EMP0045,A,06:22,14:00
2026-02-16,EMP0046,B,14:14,22:00
2026-02-16,EMP0047,B,14:05,22:00
2026-02-16,EMP0048,A,06:10,14:00
2026-02-16,EMP0049,A,06:01,14:00
2026-02-16,EMP0050,C,22:04,06:00
2026-02-16,EMP0051,B,14:01,22:00
2026-02-16,EMP0052,B,14:09,22:00
2026-02-16,EMP0053,B,14:19,22:00
2026-02-16,EMP0054,B,14:02,22:00
2026-02-16,EMP0055,B,14:00,22:00
2026-02-16,EMP0056,C,22:02,06:00
2026-02-16,EMP0057,C,22:01,06:00
2026-02-16,EMP0058,C,22:04,06:00
2026-02-16,EMP0059,B,14:07,22:00
2026-02-16,EMP0060,A,06:08,14:00
2026-02-16,EMP0061,C,22:03,06:00
2026-02-16,EMP0062,C,22:04,06:00
2026-02-16,EMP0063,A,06:03,14:00
2026-02-16,EMP0064,A,06:01,14:00
2026-02-16,EMP0065,C,22:04,06:00
2026-02-16,EMP0066,A,06:09,14:00
2026-02-16,EMP0067,C,22:00,06:00
2026-02-16,EMP0069,C,22:00,06:00
2026-02-16,EMP0070,B,14:02,22:00
2026-02-16,EMP0071,C,22:01,06:00
2026-02-16,EMP0072,B,14:02,22:00
2026-02-16,EMP0073,B,14:05,22:00
2026-02-16,EMP0074,C,22:14,06:00
2026-02-16,EMP0075,A,06:02,14:00
2026-02-16,EMP0076,B,14:05,22:00
2026-02-16,EMP0077,B,14:11,22:00
2026-02-16,EMP0079,B,14:05,22:00
2026-02-16,EMP0081,A,06:04,14:30
2026-02-16,EMP0082,C,22:02,06:00
2026-02-16,EMP0083,B,14:08,22:00
2026-02-16,EMP0084,B,14:02,22:00
2026-02-16,EMP0085,B,14:00,22:00
2026-02-16,EMP0086,C,22:03,06:00
2026-02-16,EMP0087,C,22:00,06:00
2026-02-16,EMP0088,C,22:15,08:30
2026-02-16,EMP0089,B,14:02,22:00
2026-02-16,EMP0090,C,22:04,06:00
2026-02-16,EMP0091,A,06:13,14:00
2026-02-16,EMP0092,A,06:01,14:00
2026-02-16,EMP0093,C,22:08,06:00
2026-02-16,EMP0094,B,14:06,01:00
2026-02-16,EMP0095,A,06:06,15:30
2026-02-16,EMP0096,C,22:02,06:00
2026-02-16,EMP0097,A,06:04,14:00
2026-02-16,EMP0098,C,22:07,06:00
2026-02-16,EMP0099,C,22:07,06:00
2026-02-16,EMP0100,B,14:00,22:00
2026-02-16,EMP0101,A,06:01,14:00
2026-02-16,EMP0102,C,22:00,06:00
2026-02-16,EMP0103,C,22:08,06:00
2026-02-16,EMP0105,B,14:05,22:00
2026-02-16,EMP0106,C,22:02,06:00
2026-02-16,EMP0108,B,14:01,22:00
2026-02-16,EMP0110,C,22:01,06:00
2026-02-16,EMP0111,B,14:01,23:30
2026-02-16,EMP0112,B,14:02,22:00
2026-02-16,EMP0113,A,06:00,14:00
2026-02-16,EMP0114,A,06:00,14:00
2026-02-16,EMP0115,B,14:02,22:00
2026-02-16,EMP0116,C,22:00,06:30
2026-02-16,EMP0117,A,06:04,14:00
2026-02-16,EMP0118,C,22:00,06:00
2026-02-16,EMP0119,A,06:05,14:00
2026-02-16,EMP0120,C,22:01,06:00
2026-02-16,EMP0121,B,14:00,22:00
2026-02-16,EMP0122,B,14:00,22:00
2026-02-16,EMP0123,A,06:04,14:00
2026-02-16,EMP0124,C,22:28,06:00
2026-02-16,EMP0125,C,22:02,06:00
2026-02-16,EMP0126,A,06:06,16:00
2026-02-16,EMP0127,A,06:05,14:00
2026-02-16,EMP0128,A,06:02,14:00
2026-02-16,EMP0129,B,14:05,23:00
2026-02-16,EMP0130,C,22:11,06:00
2026-02-16,EMP0131,A,06:05,18:00
2026-02-16,EMP0132,B,14:15,22:00
2026-02-16,EMP0133,C,22:07,06:00
2026-02-16,EMP0134,B,14:06,22:00
2026-02-16,EMP0136,B,14:00,22:00
2026-02-16,EMP0137,A,06:03,14:00
2026-02-16,EMP0139,B,14:05,22:00
2026-02-16,EMP0140,A,06:07,14:00
2026-02-16,EMP0141,C,22:00,06:00
2026-02-16,EMP0142,C,22:04,06:00
2026-02-16,EMP0143,A,06:00,14:00
2026-02-16,EMP0144,A,06:02,14:00
2026-02-16,EMP0145,A,06:04,14:00
2026-02-16,EMP0146,B,14:05,22:00
2026-02-16,EMP0147,A,06:03,14:00
2026-02-16,EMP0148,C,22:03,06:00
2026-02-16,EMP0149,B,14:05,22:00
2026-02-16,EMP0150,A,06:08,14:00
2026-02-16,EMP0151,B,14:08,22:00
2026-02-16,EMP0152,B,14:00,22:00
2026-02-16,EMP0153,C,22:01,06:30
2026-02-16,EMP0154,C,22:04,06:00
2026-02-16,EMP0155,B,14:01,22:00
2026-02-16,EMP0157,C,22:13,06:00
2026-02-16,EMP0158,B,14:06,01:30
2026-02-16,EMP0159,B,14:09,22:00
2026-02-16,EMP0160,A,06:05,14:00
2026-02-16,EMP0161,B,14:03,23:00
2026-02-16,EMP0163,C,22:08,06:00
2026-02-16,EMP0164,C,22:04,06:00
2026-02-16,EMP0165,B,14:05,22:00
2026-02-16,EMP0166,B,14:07,22:00
2026-02-16,EMP0167,C,22:06,06:00
2026-02-16,EMP0168,C,22:16,06:00
2026-02-16,EMP0169,B,14:03,22:30
2026-02-16,EMP0170,A,06:01,14:00
2026-02-16,EMP0171,C,22:01,06:00
2026-02-16,EMP0172,B,14:00,22:00
2026-02-16,EMP0173,A,06:01,14:00
2026-02-16,EMP0174,B,14:02,22:00
2026-02-16,EMP0175,C,22:02,06:00
2026-02-16,EMP0177,C,22:06,06:00
2026-02-16,EMP0178,B,14:02,22:00
2026-02-16,EMP0179,B,14:02,22:00
2026-02-16,EMP0180,B,14:04,22:00
2026-02-16,EMP0181,C,22:00,06:00
2026-02-16,EMP0182,A,06:00,14:00
2026-02-16,EMP0183,B,14:03,23:00
2026-02-16,EMP0184,B,14:01,22:00
2026-02-16,EMP0185,C,22:00,06:00
2026-02-16,EMP0187,B,14:01,23:30
2026-02-16,EMP0188,A,06:02,14:00
2026-02-16,EMP0189,C,22:02,06:00
2026-02-16,EMP0190,A,06:00,14:00
2026-02-16,EMP0191,A,06:03,14:00
2026-02-16,EMP0192,B,14:03,22:00
2026-02-16,EMP0193,A,06:00,14:00
2026-02-16,EMP0194,B,14:09,22:00
2026-02-16,EMP0195,B,14:02,22:00
2026-02-16,EMP0196,C,22:08,06:00
2026-02-16,EMP0197,B,14:02,00:00
2026-02-16,EMP0198,A,06:00,14:00
2026-02-16,EMP0199,B,14:19,22:00
2026-02-16,EMP0201,A,06:07,14:00
2026-02-16,EMP0202,C,22:01,06:30
2026-02-16,EMP0203,C,22:07,07:30
2026-02-16,EMP0204,C,22:01,06:00
2026-02-16,EMP0205,A,06:01,14:30
2026-02-16,EMP0206,C,22:04,06:00
2026-02-16,EMP0207,B,14:02,22:00
2026-02-16,EMP0208,A,06:06,14:30
2026-02-16,EMP0209,A,06:01,14:00
2026-02-16,EMP0210,B,14:02,22:00
2026-02-16,EMP0211,A,06:01,14:00
2026-02-16,EMP0212,C,22:08,06:00
2026-02-16,EMP0213,A,06:09,14:00
2026-02-16,EMP0214,A,06:16,14:00
2026-02-16,EMP0215,C,22:02,06:00
2026-02-16,EMP0216,B,14:02,22:00
2026-02-16,EMP0217,A,06:00,14:00
2026-02-16,EMP0218,A,06:00,14:00
2026-02-16,EMP0219,C,22:14,08:30
2026-02-16,EMP0220,C,22:02,06:00
2026-02-16,EMP0221,A,06:25,18:00
2026-02-16,EMP0222,B,14:01,22:00
2026-02-16,EMP0223,C,22:06,08:00
2026-02-16,EMP0224,A,06:05,14:00
2026-02-16,EMP0225,B,14:02,22:00
2026-02-16,EMP0226,C,22:04,06:00
2026-02-16,EMP0228,C,22:01,06:00
2026-02-16,EMP0229,A,06:02,14:00
2026-02-16,EMP0230,A,06:07,14:00
2026-02-16,EMP0231,B,14:11,22:00
2026-02-16,EMP0232,B,14:00,22:00
2026-02-16,EMP0233,A,06:01,14:30
2026-02-16,EMP0234,B,14:01,22:00
2026-02-16,EMP0235,C,22:02,06:00
2026-02-16,EMP0237,C,22:11,06:00
2026-02-16,EMP0238,A,06:00,14:00
2026-02-16,EMP0239,B,14:16,22:00
2026-02-16,EMP0240,A,06:00,14:00
2026-02-16,EMP0241,B,14:02,00:00
2026-02-16,EMP0242,C,22:03,06:00
2026-02-16,EMP0243,C,22:04,06:00
2026-02-16,EMP0244,B,14:00,22:00
2026-02-16,EMP0245,A,06:09,16:00
2026-02-16,EMP0247,C,22:02,06:00
2026-02-16,EMP0248,C,22:08,06:00
2026-02-16,EMP0250,A,06:04,14:00
2026-02-16,EMP0251,A,06:01,14:00
2026-02-16,EMP0252,A,06:03,14:00
2026-02-16,EMP0253,A,06:02,14:30
2026-02-16,EMP0254,B,14:02,22:00
2026-02-16,EMP0255,C,22:07,06:00
2026-02-16,EMP0256,A,06:03,14:00
2026-02-16,EMP0258,A,06:03,14:00
2026-02-16,EMP0259,C,22:02,06:00
2026-02-16,EMP0260,C,22:03,06:00
2026-02-16,EMP0261,C,22:09,06:00
2026-02-16,EMP0262,B,14:04,22:00
2026-02-16,EMP0263,A,06:05,14:00
2026-02-16,EMP0264,A,06:00,14:00
2026-02-16,EMP0265,C,22:02,06:00
2026-02-16,EMP0266,C,22:00,06:00
2026-02-16,EMP0267,C,22:03,06:00
2026-02-16,EMP0268,C,22:14,06:00
2026-02-16,EMP0269,B,14:01,22:00
2026-02-16,EMP0270,A,06:00,14:00
2026-02-16,EMP0271,C,22:21,06:00
2026-02-16,EMP0272,A,06:01,14:00
2026-02-16,EMP0273,C,22:00,09:00
2026-02-16,EMP0274,A,06:01,14:00
2026-02-16,EMP0275,A,06:00,14:00
2026-02-16,EMP0276,B,14:01,22:00
2026-02-16,EMP0277,A,06:00,14:00
2026-02-16,EMP0278,B,14:08,22:00
2026-02-16,EMP0279,A,06:08,16:30
2026-02-16,EMP0280,A,06:03,14:00
2026-02-16,EMP0281,B,14:10,22:00
2026-02-16,EMP0282,B,14:11,22:00
2026-02-16,EMP0283,A,06:05,14:00
2026-02-16,EMP0284,B,14:11,22:00
2026-02-16,EMP0285,C,22:01,06:00
2026-02-16,EMP0286,B,14:03,22:00
2026-02-16,EMP0287,C,22:03,06:00
2026-02-16,EMP0288,C,22:03,06:00
2026-02-16,EMP0289,A,06:06,14:00
2026-02-16,EMP0290,C,22:00,06:30
2026-02-16,EMP0291,C,22:00,06:00
2026-02-16,EMP0292,C,22:15,06:00
2026-02-16,EMP0293,A,06:08,14:00
2026-02-16,EMP0294,A,06:01,14:00
2026-02-16,EMP0296,C,22:04,06:00
2026-02-16,EMP0297,C,22:01,06:00
2026-02-16,EMP0298,C,22:02,06:00
2026-02-16,EMP0299,A,06:12,14:00
2026-02-16,EMP0300,A,06:03,14:00
2026-02-16,EMP0302,B,14:01,22:00
2026-02-16,EMP0303,C,22:00,06:00
2026-02-16,EMP0304,B,14:08,22:00
2026-02-16,EMP0305,A,06:04,14:00
2026-02-16,EMP0306,B,14:02,22:00
2026-02-16,EMP0308,A,06:00,14:00
2026-02-16,EMP0309,C,22:15,06:00
2026-02-16,EMP0310,A,06:03,14:00
2026-02-16,EMP0311,B,14:03,22:00
2026-02-16,EMP0312,A,06:06,14:00
2026-02-16,EMP0313,B,14:03,22:00
2026-02-16,EMP0315,C,22:16,06:00
2026-02-16,EMP0316,C,22:03,06:00
2026-02-16,EMP0317,B,14:02,22:00
2026-02-16,EMP0318,B,14:01,22:00
2026-02-16,EMP0319,B,14:06,22:00
2026-02-16,EMP0320,A,06:00,14:00
2026-02-16,EMP0321,A,06:07,14:00
2026-02-16,EMP0323,A,06:03,14:00
2026-02-16,EMP0325,A,06:08,18:00
2026-02-16,EMP0326,C,22:04,06:00
2026-02-16,EMP0327,C,22:06,07:00
2026-02-16,EMP0328,C,22:02,06:00
2026-02-16,EMP0329,B,14:08,22:00
2026-02-16,EMP0330,C,22:03,06:00
2026-02-16,EMP0333,A,06:14,14:00
2026-02-16,EMP0334,A,06:00,14:00
2026-02-16,EMP0335,B,14:10,22:00
2026-02-16,EMP0336,C,22:14,06:00
2026-02-16,EMP0338,A,06:05,14:00
2026-02-16,EMP0339,A,06:01,14:00
2026-02-16,EMP0341,B,14:12,22:00
2026-02-16,EMP0342,C,22:02,06:00
2026-02-16,EMP0343,C,22:02,06:00
2026-02-16,EMP0344,C,22:02,06:00
2026-02-16,EMP0345,B,14:06,22:00
2026-02-16,EMP0346,C,22:05,06:00
2026-02-16,EMP0347,B,14:04,22:00
2026-02-16,EMP0348,B,14:06,22:00
2026-02-16,EMP0349,A,06:06,14:00
2026-02-16,EMP0350,B,14:08,22:00
2026-02-16,EMP0351,C,22:01,06:00
2026-02-16,EMP0352,C,22:02,06:00
2026-02-16,EMP0353,C,22:02,06:00
2026-02-16,EMP0354,C,22:06,06:00
2026-02-16,EMP0355,B,14:01,23:00
2026-02-16,EMP0356,A,06:02,14:00
2026-02-16,EMP0357,C,22:03,06:00
2026-02-16,EMP0358,A,06:02,14:00
2026-02-16,EMP0359,B,14:08,22:00
2026-02-16,EMP0360,B,14:03,22:00
2026-02-16,EMP0361,A,06:10,14:00
2026-02-16,EMP0362,C,22:01,06:00
2026-02-16,EMP0363,B,14:15,23:00
2026-02-16,EMP0364,C,22:00,06:00
2026-02-16,EMP0365,B,14:07,22:00
2026-02-16,EMP0366,B,14:08,22:00
2026-02-16,EMP0367,A,06:05,16:30
2026-02-16,EMP0368,B,14:02,22:00
2026-02-16,EMP0369,C,22:00,06:00
2026-02-16,EMP0370,B,14:02,22:00
2026-02-16,EMP0371,A,06:10,16:30
2026-02-16,EMP0373,A,06:14,14:00
2026-02-16,EMP0374,A,06:02,14:00
2026-02-16,EMP0375,C,22:05,07:30
2026-02-16,EMP0376,C,22:20,08:00
2026-02-16,EMP0377,B,14:00,22:00
2026-02-16,EMP0378,A,06:00,14:00
2026-02-16,EMP0379,C,22:07,06:00
2026-02-16,EMP0380,A,06:04,14:00
2026-02-16,EMP0381,B,14:08,22:00
2026-02-16,EMP0382,C,22:04,06:30
2026-02-16,EMP0383,C,22:08,06:00
2026-02-16,EMP0384,A,06:00,14:00
2026-02-16,EMP0385,B,14:11,22:00
2026-02-16,EMP0386,A,06:04,14:00
2026-02-16,EMP0387,A,06:04,14:00
2026-02-16,EMP0389,A,06:00,14:00
2026-02-16,EMP0390,A,06:00,14:00
2026-02-16,EMP0391,A,06:00,14:00
2026-02-16,EMP0392,B,14:01,22:00
2026-02-16,EMP0393,B,14:00,22:00
2026-02-16,EMP0394,C,22:02,06:00
2026-02-16,EMP0396,B,14:04,22:00
2026-02-16,EMP0397,C,22:00,06:00
2026-02-16,EMP0398,C,22:01,06:00
2026-02-16,EMP0399,C,22:03,07:00
2026-02-16,EMP0400,B,14:02,22:00
2026-02-16,EMP0401,C,22:08,07:30
2026-02-16,EMP0402,B,14:04,22:00
2026-02-16,EMP0403,A,06:05,14:00
2026-02-16,EMP0404,A,06:08,14:00
2026-02-16,EMP0405,A,06:06,14:00
2026-02-16,EMP0406,B,14:02,22:00
2026-02-16,EMP0407,B,14:01,22:00
2026-02-16,EMP0409,C,22:04,06:00
2026-02-16,EMP0410,A,06:04,14:00
2026-02-16,EMP0411,A,06:03,14:00
2026-02-16,EMP0412,C,22:00,06:00
2026-02-16,EMP0413,C,22:00,06:00
2026-02-16,EMP0414,A,06:04,14:00
2026-02-16,EMP0415,C,22:08,06:00
2026-02-16,EMP0417,A,06:03,14:00
2026-02-16,EMP0418,B,14:03,22:00
2026-02-16,EMP0419,B,14:03,22:00
2026-02-16,EMP0420,B,14:00,22:00
2026-02-16,EMP0421,B,14:02,22:00
2026-02-16,EMP0422,B,14:02,22:00
2026-02-16,EMP0423,A,06:04,14:00
2026-02-16,EMP0424,B,14:05,22:00
2026-02-16,EMP0425,B,14:04,22:00
2026-02-16,EMP0426,A,06:07,14:00
2026-02-16,EMP0427,C,22:02,06:00
2026-02-16,EMP0428,C,22:09,06:00
2026-02-16,EMP0429,C,22:04,06:00
2026-02-16,EMP0430,C,22:02,06:00
2026-02-16,EMP0431,C,22:00,06:00
2026-02-16,EMP0432,B,14:01,22:00
2026-02-16,EMP0433,C,22:00,06:00
2026-02-16,EMP0434,C,22:06,06:30
2026-02-16,EMP0435,C,22:06,06:00
2026-02-16,EMP0436,A,06:00,14:00
2026-02-16,EMP0437,A,06:01,14:30
2026-02-16,EMP0438,A,06:01,17:30
2026-02-16,EMP0439,B,14:06,22:00
2026-02-16,EMP0440,A,06:04,16:00
2026-02-16,EMP0441,C,22:00,06:00
2026-02-16,EMP0442,A,06:00,14:00
2026-02-16,EMP0443,A,06:02,14:00
2026-02-16,EMP0444,C,22:00,06:00
2026-02-16,EMP0445,A,06:17,14:00
2026-02-16,EMP0446,C,22:04,06:00
2026-02-16,EMP0447,A,06:03,14:00
2026-02-16,EMP0448,C,22:02,06:00
2026-02-16,EMP0449,A,06:02,14:00
2026-02-16,EMP0450,B,14:00,22:00
2026-02-16,EMP0451,B,14:11,22:30
2026-02-16,EMP0452,C,22:00,06:00
2026-02-16,EMP0453,B,14:02,22:30
2026-02-16,EMP0454,A,06:08,14:00
2026-02-16,EMP0455,B,14:04,22:00
2026-02-16,EMP0457,A,06:05,14:00
2026-02-16,EMP0458,A,06:09,14:00
2026-02-16,EMP0459,B,14:07,22:30
2026-02-16,EMP0460,A,06:25,14:00
2026-02-16,EMP0461,C,22:02,06:00
2026-02-16,EMP0462,B,14:10,22:00
2026-02-16,EMP0463,B,14:14,22:00
2026-02-16,EMP0464,C,22:06,06:00
2026-02-16,EMP0465,A,06:02,14:00
2026-02-16,EMP0466,A,06:03,14:00
2026-02-16,EMP0468,C,22:03,07:00
2026-02-16,EMP0469,C,22:05,06:00
2026-02-16,EMP0470,B,14:02,22:00
2026-02-16,EMP0471,B,14:03,22:00
2026-02-16,EMP0472,B,14:10,00:00
2026-02-16,EMP0473,C,22:00,06:00
2026-02-16,EMP0474,A,06:00,14:00
2026-02-16,EMP0475,C,22:02,06:00
2026-02-16,EMP0476,B,14:00,22:00
2026-02-16,EMP0477,B,14:03,22:00
2026-02-16,EMP0478,B,14:00,22:00
2026-02-16,EMP0479,A,06:01,14:00
2026-02-16,EMP0480,C,22:02,06:00
2026-02-16,EMP0481,B,14:03,22:00
2026-02-16,EMP0482,B,14:04,22:00
2026-02-16,EMP0483,C,22:00,06:00
2026-02-16,EMP0484,B,14:05,22:00
2026-02-16,EMP0485,A,06:00,14:00
2026-02-16,EMP0486,C,22:13,06:00
2026-02-16,EMP0488,B,14:03,22:00
2026-02-16,EMP0489,A,06:11,14:00
2026-02-16,EMP0490,A,06:12,14:00
2026-02-16,EMP0491,A,06:03,14:00
2026-02-16,EMP0492,B,14:01,22:00
2026-02-16,EMP0493,C,22:08,06:30
2026-02-16,EMP0494,B,14:02,22:00
2026-02-16,EMP0496,A,06:06,14:00
2026-02-16,EMP0497,C,22:16,06:00
2026-02-16,EMP0498,B,14:00,22:00
2026-02-16,EMP0499,C,22:05,06:00
2026-02-16,EMP0500,A,06:03,14:00
2026-02-17,EMP0001,C,22:05,06:00
2026-02-17,EMP0002,C,22:03,06:00
2026-02-17,EMP0003,B,14:09,23:30
2026-02-17,EMP0005,C,22:02,06:30
2026-02-17,EMP0006,A,06:08,14:00
2026-02-17,EMP0007,C,22:03,06:00
2026-02-17,EMP0008,C,22:01,06:00
2026-02-17,EMP0010,B,14:01,22:00
2026-02-17,EMP0011,A,06:11,14:00
2026-02-17,EMP0012,B,14:11,22:00
2026-02-17,EMP0013,B,14:09,22:00
2026-02-17,EMP0014,C,22:00,06:00
2026-02-17,EMP0015,A,06:03,14:00
2026-02-17,EMP0016,C,22:01,06:00
2026-02-17,EMP0017,A,06:09,14:00
2026-02-17,EMP0018,A,06:01,14:00
2026-02-17,EMP0019,B,14:08,22:30
2026-02-17,EMP0020,A,06:01,14:00
2026-02-17,EMP0021,B,14:11,22:00
2026-02-17,EMP0022,B,14:10,22:00
2026-02-17,EMP0023,A,06:04,14:00
2026-02-17,EMP0024,B,14:00,22:00
2026-02-17,EMP0025,C,22:07,06:00
2026-02-17,EMP0026,A,06:01,14:00
2026-02-17,EMP0027,A,06:02,14:00
2026-02-17,EMP0029,B,14:10,22:00
2026-02-17,EMP0030,C,22:04,07:00
2026-02-17,EMP0031,A,06:14,14:00
2026-02-17,EMP0032,A,06:03,14:00
2026-02-17,EMP0033,B,14:01,22:00
2026-02-17,EMP0034,B,14:09,22:00
2026-02-17,EMP0035,A,06:00,14:00
2026-02-17,EMP0036,C,22:02,06:00
2026-02-17,EMP0037,B,14:01,22:00
2026-02-17,EMP0038,C,22:02,07:00
2026-02-17,EMP0039,B,14:02,22:00
2026-02-17,EMP0040,B,14:04,00:00
2026-02-17,EMP0041,A,06:30,14:00
2026-02-17,EMP0042,C,22:00,06:00
2026-02-17,EMP0043,A,06:06,14:00
2026-02-17,EMP0044,C,22:00,06:00
2026-02-17,EMP0045,B,14:01,22:00
2026-02-17,EMP0046,B,14:04,22:00
2026-02-17,EMP0047,B,14:08,22:00
2026-02-17,EMP0048,A,06:02,14:00
2026-02-17,EMP0049,A,06:06,14:00
2026-02-17,EMP0050,C,22:06,06:00
2026-02-17,EMP0051,B,14:09,22:00
2026-02-17,EMP0052,B,14:06,22:00
2026-02-17,EMP0053,C,22:00,06:00
2026-02-17,EMP0054,B,14:11,22:00
2026-02-17,EMP0055,B,14:04,22:00
2026-02-17,EMP0056,C,22:02,06:00
2026-02-17,EMP0057,C,22:05,06:00
2026-02-17,EMP0058,A,06:03,16:30
2026-02-17,EMP0059,B,14:06,22:00
2026-02-17,EMP0060,A,06:00,14:00
2026-02-17,EMP0061,C,22:03,06:30
2026-02-17,EMP0062,C,22:04,06:00
2026-02-17,EMP0064,B,14:00,22:00
2026-02-17,EMP0065,C,22:01,06:00
2026-02-17,EMP0066,A,06:06,14:00
2026-02-17,EMP0067,C,22:01,06:00
2026-02-17,EMP0068,B,14:00,22:00
2026-02-17,EMP0069,C,22:33,06:00
2026-02-17,EMP0070,B,14:03,22:00
2026-02-17,EMP0071,C,22:06,07:30
2026-02-17,EMP0072,B,14:01,23:00
2026-02-17,EMP0073,B,14:02,22:00
2026-02-17,EMP0075,A,06:04,14:30
2026-02-17,EMP0076,B,14:02,22:00
2026-02-17,EMP0077,B,14:02,22:00
2026-02-17,EMP0078,A,06:01,14:00
2026-02-17,EMP0079,A,06:00,14:00
2026-02-17,EMP0080,B,14:03,22:00
2026-02-17,EMP0081,B,14:01,23:00
2026-02-17,EMP0082,C,22:02,06:00
2026-02-17,EMP0083,B,14:03,22:00
2026-02-17,EMP0084,A,06:04,14:00
2026-02-17,EMP0085,B,14:06,22:00
2026-02-17,EMP0086,A,06:04,14:00
2026-02-17,EMP0087,C,22:07,06:00
2026-02-17,EMP0089,A,06:01,14:00
2026-02-17,EMP0090,C,22:08,06:00
2026-02-17,EMP0091,A,06:00,14:00
2026-02-17,EMP0092,B,14:14,22:00
2026-02-17,EMP0093,C,22:03,06:00
2026-02-17,EMP0094,B,14:28,22:00
2026-02-17,EMP0095,A,06:02,14:00
2026-02-17,EMP0096,C,22:05,06:00
2026-02-17,EMP0097,A,06:07,14:00
2026-02-17,EMP0098,C,22:00,06:00
2026-02-17,EMP0099,C,22:04,06:30
2026-02-17,EMP0100,B,14:09,22:00
2026-02-17,EMP0101,A,06:04,14:00
2026-02-17,EMP0103,C,22:02,06:00
2026-02-17,EMP0104,A,06:04,14:00
2026-02-17,EMP0105,B,14:17,22:00
2026-02-17,EMP0108,A,06:02,14:00
2026-02-17,EMP0109,B,14:04,22:00
2026-02-17,EMP0110,A,06:00,14:00
2026-02-17,EMP0111,B,14:01,22:00
2026-02-17,EMP0112,B,14:00,22:00
2026-02-17,EMP0113,A,06:00,14:00
2026-02-17,EMP0114,A,06:04,14:00
2026-02-17,EMP0115,B,14:01,22:00
2026-02-17,EMP0116,C,22:05,06:00
2026-02-17,EMP0117,C,22:01,08:00
2026-02-17,EMP0118,C,22:04,06:00
2026-02-17,EMP0119,A,06:00,16:00
2026-02-17,EMP0120,C,22:01,07:00
2026-02-17,EMP0121,A,06:00,14:00
2026-02-17,EMP0122,B,14:08,22:00
2026-02-17,EMP0123,A,06:05,14:00
2026-02-17,EMP0124,C,22:00,06:00
2026-02-17,EMP0125,A,06:08,14:00
2026-02-17,EMP0126,A,06:04,14:00
2026-02-17,EMP0127,A,06:02,14:00
2026-02-17,EMP0128,A,06:07,14:00
2026-02-17,EMP0129,B,14:14,22:00
2026-02-17,EMP0130,C,22:15,06:00
2026-02-17,EMP0131,A,06:02,14:00
2026-02-17,EMP0132,B,14:03,23:00
2026-02-17,EMP0133,C,22:03,06:00
2026-02-17,EMP0134,B,14:08,00:00
2026-02-17,EMP0135,C,22:05,07:30
2026-02-17,EMP0136,B,14:03,22:00
2026-02-17,EMP0137,A,06:05,14:00
2026-02-17,EMP0138,B,14:02,23:30
2026-02-17,EMP0139,B,14:00,22:00
2026-02-17,EMP0140,A,06:03,14:00
2026-02-17,EMP0141,C,22:03,06:00
2026-02-17,EMP0142,C,22:05,06:00
2026-02-17,EMP0143,C,22:09,06:00
2026-02-17,EMP0144,A,06:08,14:00
2026-02-17,EMP0145,A,06:01,17:00
2026-02-17,EMP0146,B,14:04,22:00
2026-02-17,EMP0147,A,06:15,14:00
2026-02-17,EMP0148,C,22:00,06:00
2026-02-17,EMP0149,B,14:18,22:00
2026-02-17,EMP0150,A,06:00,14:00
2026-02-17,EMP0151,B,14:00,22:00
2026-02-17,EMP0152,A,06:03,14:00
2026-02-17,EMP0153,C,22:00,06:00
2026-02-17,EMP0154,C,22:03,06:00
2026-02-17,EMP0155,B,14:00,22:00
2026-02-17,EMP0156,B,14:02,22:00
2026-02-17,EMP0158,B,14:00,22:00
2026-02-17,EMP0159,B,14:09,22:00
2026-02-17,EMP0160,A,06:02,14:00
2026-02-17,EMP0161,B,14:06,22:00
2026-02-17,EMP0164,C,22:15,06:00
2026-02-17,EMP0165,B,14:06,22:00
2026-02-17,EMP0166,B,14:01,22:00
2026-02-17,EMP0167,C,22:01,06:30
2026-02-17,EMP0168,A,06:00,14:00
2026-02-17,EMP0169,B,14:00,22:00
2026-02-17,EMP0170,A,06:01,14:00
2026-02-17,EMP0171,C,22:05,06:30
2026-02-17,EMP0172,B,14:01,00:00
2026-02-17,EMP0173,A,06:00,14:00
2026-02-17,EMP0174,A,06:07,14:00
2026-02-17,EMP0175,C,22:02,06:00
2026-02-17,EMP0176,C,22:02,06:00
2026-02-17,EMP0177,C,22:00,06:00
2026-02-17,EMP0178,B,14:05,22:00
