Date,Shift,Attendees,MealsPrepared,MealsConsumed,MealsWasted,WastePercent,CostPerMeal,TotalCost,WastageCost,HistoricalAvgMeals
2026-04-29,A,160,179,135,44,24.581005586592177,38,6802,1672,163.53333333333333
2026-04-29,B,140,161,126,35,21.73913043478261,32,5152,1120,141.93333333333334
2026-04-29,C,160,174,128,46,26.436781609195403,38,6612,1748,155.8
2026-04-30,A,164,188,151,37,19.680851063829788,32,6016,1184,163.43333333333334
2026-04-30,B,141,160,128,32,20.0,40,6400,1280,141.9
2026-04-30,C,153,164,130,34,20.73170731707317,32,5248,1088,155.86666666666667
2026-05-01,A,166,182,156,26,14.285714285714285,38,6916,988,163.93333333333334
2026-05-01,B,136,145,109,36,24.82758620689655,40,5800,1440,141.7
2026-05-01,C,164,181,140,41,22.65193370165746,38,6878,1558,156.0
2026-05-02,A,155,171,139,32,18.71345029239766,32,5472,1024,163.86666666666667
2026-05-02,B,153,170,123,47,27.647058823529413,38,6460,1786,141.9
2026-05-02,C,154,168,125,43,25.595238095238095,35,5880,1505,156.0
2026-05-03,A,92,101,81,20,19.801980198019802,32,3232,640,163.86666666666667
2026-05-03,B,85,95,74,21,22.105263157894736,35,3325,735,142.03333333333333
2026-05-03,C,98,108,86,22,20.37037037037037,38,4104,836,155.73333333333332
2026-05-04,A,169,186,155,31,16.666666666666664,40,7440,1240,161.1
2026-05-04,B,141,157,121,36,22.929936305732486,32,5024,1152,139.83333333333334
2026-05-04,C,146,161,121,40,24.84472049689441,38,6118,1520,153.5
2026-05-05,A,155,172,142,30,17.441860465116278,40,6880,1200,161.1
2026-05-05,B,153,169,123,46,27.218934911242602,35,5915,1610,139.7
2026-05-05,C,147,162,137,25,15.432098765432098,38,6156,950,153.43333333333334
2026-05-06,A,159,183,145,38,20.76502732240437,32,5856,1216,163.16666666666666
2026-05-06,B,137,149,117,32,21.476510067114095,32,4768,1024,142.0
2026-05-06,C,155,175,141,34,19.428571428571427,38,6650,1292,155.83333333333334
2026-05-07,A,162,177,145,32,18.07909604519774,35,6195,1120,163.46666666666667
2026-05-07,B,143,159,134,25,15.723270440251572,40,6360,1000,141.43333333333334
2026-05-07,C,149,160,122,38,23.75,35,5600,1330,156.06666666666666
2026-05-08,A,156,169,125,44,26.035502958579883,35,5915,1540,163.06666666666666
2026-05-08,B,132,139,122,17,12.23021582733813,32,4448,544,141.46666666666667
2026-05-08,C,168,185,137,48,25.945945945945947,32,5920,1536,155.53333333333333
2026-05-09,A,169,187,136,51,27.27272727272727,35,6545,1785,162.96666666666667
2026-05-09,B,140,158,121,37,23.417721518987342,35,5530,1295,141.2
2026-05-09,C,160,172,130,42,24.418604651162788,32,5504,1344,155.86666666666667
2026-05-10,A,93,102,86,16,15.686274509803921,40,4080,640,163.2
2026-05-10,B,85,95,77,18,18.947368421052634,32,3040,576,141.1
2026-05-10,C,104,118,83,35,29.66101694915254,32,3776,1120,155.76666666666668
2026-05-11,A,163,179,130,49,27.37430167597765,35,6265,1715,159.86666666666667
2026-05-11,B,140,149,121,28,18.79194630872483,35,5215,980,139.0
2026-05-11,C,158,171,130,41,23.976608187134502,32,5472,1312,154.56666666666666
2026-05-12,A,174,195,164,31,15.897435897435896,35,6825,1085,161.5
2026-05-12,B,128,135,111,24,17.77777777777778,40,5400,960,139.5
2026-05-12,C,161,170,145,25,14.705882352941178,40,6800,1000,155.2
2026-05-13,A,163,185,152,33,17.83783783783784,38,7030,1254,164.6
2026-05-13,B,134,143,115,28,19.58041958041958,32,4576,896,140.7
2026-05-13,C,165,185,148,37,20.0,32,5920,1184,157.43333333333334
2026-05-14,A,169,194,135,59,30.412371134020617,35,6790,2065,166.06666666666666
2026-05-14,B,137,156,114,42,26.923076923076923,38,5928,1596,141.6
2026-05-14,C,153,171,128,43,25.146198830409354,32,5472,1376,159.36666666666667
2026-05-15,A,163,174,132,42,24.137931034482758,38,6612,1596,167.83333333333334
2026-05-15,B,134,153,127,26,16.99346405228758,40,6120,1040,142.46666666666667
2026-05-15,C,168,184,148,36,19.565217391304348,32,5888,1152,159.9
2026-05-16,A,168,193,157,36,18.65284974093264,32,6176,1152,168.96666666666667
2026-05-16,B,146,163,133,30,18.404907975460123,38,6194,1140,143.0
2026-05-16,C,150,163,122,41,25.153374233128833,40,6520,1640,161.33333333333334
2026-05-17,A,97,105,81,24,22.857142857142858,32,3360,768,170.66666666666666
2026-05-17,B,80,89,67,22,24.719101123595504,32,2848,704,144.3
2026-05-17,C,102,114,90,24,21.052631578947366,38,4332,912,161.8
2026-05-18,A,159,182,130,52,28.57142857142857,38,6916,1976,169.03333333333333
2026-05-18,B,144,165,119,46,27.878787878787882,38,6270,1748,143.16666666666666
2026-05-18,C,154,176,133,43,24.431818181818183,32,5632,1376,160.6
2026-05-19,A,166,190,154,36,18.947368421052634,40,7600,1440,169.0
2026-05-19,B,143,160,125,35,21.875,38,6080,1330,143.53333333333333
2026-05-19,C,152,161,143,18,11.180124223602485,38,6118,684,160.56666666666666
2026-05-20,A,151,165,130,35,21.21212121212121,32,5280,1120,172.16666666666666
2026-05-20,B,151,164,130,34,20.73170731707317,38,6232,1292,145.73333333333332
2026-05-20,C,156,180,132,48,26.666666666666668,38,6840,1824,163.06666666666666
2026-05-21,A,165,187,135,52,27.807486631016044,40,7480,2080,171.6
2026-05-21,B,138,159,129,30,18.867924528301888,32,5088,960,145.96666666666667
2026-05-21,C,154,178,139,39,21.910112359550563,35,6230,1365,163.36666666666667
2026-05-22,A,159,183,136,47,25.683060109289617,38,6954,1786,172.06666666666666
2026-05-22,B,148,169,124,45,26.627218934911244,35,5915,1575,146.3
2026-05-22,C,152,171,138,33,19.298245614035086,38,6498,1254,163.5
2026-05-23,A,164,177,143,34,19.2090395480226,38,6726,1292,172.4
2026-05-23,B,140,158,114,44,27.848101265822784,35,5530,1540,146.66666666666666
2026-05-23,C,157,166,144,22,13.253012048192772,38,6308,836,163.73333333333332
2026-05-24,A,98,105,88,17,16.19047619047619,35,3675,595,171.9
2026-05-24,B,83,88,78,10,11.363636363636363,38,3344,380,147.03333333333333
2026-05-24,C,92,104,79,25,24.03846153846154,38,3952,950,163.7
2026-05-25,A,160,178,151,27,15.168539325842698,32,5696,864,169.26666666666668
2026-05-25,B,140,156,129,27,17.307692307692307,40,6240,1080,144.66666666666666
2026-05-25,C,163,176,145,31,17.613636363636363,35,6160,1085,161.43333333333334
2026-05-26,A,167,191,145,46,24.083769633507853,40,7640,1840,168.96666666666667
2026-05-26,B,146,164,123,41,25.0,35,5740,1435,145.1
2026-05-26,C,155,165,147,18,10.909090909090908,38,6270,684,161.66666666666666
2026-05-27,A,163,172,131,41,23.837209302325583,32,5504,1312,171.8
2026-05-27,B,152,170,140,30,17.647058823529413,35,5950,1050,147.46666666666667
2026-05-27,C,151,164,131,33,20.121951219512198,38,6232,1254,163.93333333333334
2026-05-28,A,152,171,129,42,24.561403508771928,35,5985,1470,171.36666666666667
2026-05-28,B,145,161,124,37,22.981366459627328,35,5635,1295,147.86666666666667
2026-05-28,C,161,171,146,25,14.619883040935672,35,5985,875,163.46666666666667
2026-05-29,A,161,179,138,41,22.905027932960895,32,5728,1312,170.76666666666668
2026-05-29,B,144,158,132,26,16.455696202531644,40,6320,1040,148.63333333333333
2026-05-29,C,153,163,141,22,13.496932515337424,38,6194,836,163.26666666666668
2026-05-30,A,170,185,150,35,18.91891891891892,38,7030,1330,170.76666666666668
2026-05-30,B,136,146,119,27,18.493150684931507,35,5110,945,148.53333333333333
2026-05-30,C,166,188,146,42,22.340425531914892,35,6580,1470,162.9
2026-05-31,A,86,99,79,20,20.2020202020202,40,3960,800,170.66666666666666
2026-05-31,B,92,99,87,12,12.121212121212121,38,3762,456,148.06666666666666
2026-05-31,C,93,100,77,23,23.0,32,3200,736,163.7
2026-06-01,A,167,182,147,35,19.230769230769234,32,5824,1120,167.9
2026-06-01,B,139,154,122,32,20.77922077922078,32,4928,1024,146.53333333333333
2026-06-01,C,157,166,134,32,19.27710843373494,38,6308,1216,161.0
2026-06-02,A,158,170,136,34,20.0,32,5440,1088,168.26666666666668
2026-06-02,B,150,167,139,28,16.766467065868262,35,5845,980,146.0
2026-06-02,C,162,178,132,46,25.842696629213485,35,6230,1610,160.93333333333334
2026-06-03,A,159,181,150,31,17.12707182320442,32,5792,992,170.56666666666666
2026-06-03,B,139,155,117,38,24.516129032258064,38,5890,1444,148.4
2026-06-03,C,153,173,138,35,20.23121387283237,35,6055,1225,163.26666666666668
2026-06-04,A,168,185,154,31,16.756756756756758,35,6475,1085,170.4
2026-06-04,B,138,147,121,26,17.687074829931973,35,5145,910,148.33333333333334
2026-06-04,C,153,169,138,31,18.34319526627219,35,5915,1085,163.66666666666666
2026-06-05,A,164,176,133,43,24.431818181818183,40,7040,1720,170.83333333333334
2026-06-05,B,140,152,123,29,19.078947368421055,38,5776,1102,147.6
2026-06-05,C,149,171,133,38,22.22222222222222,40,6840,1520,163.9
2026-06-06,A,161,172,147,25,14.534883720930234,35,6020,875,170.6
2026-06-06,B,142,158,116,42,26.582278481012654,32,5056,1344,147.7
2026-06-06,C,159,169,141,28,16.56804733727811,32,5408,896,163.76666666666668
2026-06-07,A,90,98,85,13,13.26530612244898,32,3136,416,170.43333333333334
2026-06-07,B,92,105,73,32,30.476190476190478,35,3675,1120,147.66666666666666
2026-06-07,C,83,90,68,22,24.444444444444443,35,3150,770,164.06666666666666
2026-06-08,A,163,182,149,33,18.13186813186813,32,5824,1056,168.06666666666666
2026-06-08,B,147,155,138,17,10.967741935483872,40,6200,680,146.53333333333333
2026-06-08,C,147,162,127,35,21.604938271604937,35,5670,1225,160.9
2026-06-09,A,160,178,133,45,25.280898876404496,38,6764,1710,167.9
2026-06-09,B,137,150,128,22,14.666666666666666,32,4800,704,146.43333333333334
2026-06-09,C,152,172,142,30,17.441860465116278,32,5504,960,160.56666666666666
2026-06-10,A,159,181,150,31,17.12707182320442,32,5792,992,170.43333333333334
2026-06-10,B,142,156,118,38,24.358974358974358,35,5460,1330,148.26666666666668
2026-06-10,C,155,164,134,30,18.29268292682927,32,5248,960,162.36666666666667
2026-06-11,A,159,173,147,26,15.028901734104046,40,6920,1040,170.5
2026-06-11,B,149,162,140,22,13.580246913580247,40,6480,880,148.5
2026-06-11,C,150,166,132,34,20.481927710843372,38,6308,1292,162.13333333333333
2026-06-12,A,157,171,129,42,24.561403508771928,32,5472,1344,169.76666666666668
2026-06-12,B,147,157,131,26,16.560509554140125,38,5966,988,149.4
2026-06-12,C,161,173,147,26,15.028901734104046,32,5536,832,162.0
2026-06-13,A,158,167,143,24,14.37125748502994,35,5845,840,169.3
2026-06-13,B,142,158,116,42,26.582278481012654,38,6004,1596,149.86666666666667
2026-06-13,C,164,180,144,36,20.0,35,6300,1260,161.6
2026-06-14,A,95,105,77,28,26.666666666666668,32,3360,896,168.4
2026-06-14,B,84,89,72,17,19.101123595505616,38,3382,646,149.93333333333334
2026-06-14,C,94,105,88,17,16.19047619047619,35,3675,595,161.9
2026-06-15,A,168,181,145,36,19.88950276243094,38,6878,1368,166.1
2026-06-15,B,132,145,117,28,19.310344827586206,38,5510,1064,147.8
2026-06-15,C,155,166,127,39,23.49397590361446,40,6640,1560,159.26666666666668
2026-06-16,A,167,184,146,38,20.652173913043477,40,7360,1520,165.7
2026-06-16,B,144,154,132,22,14.285714285714285,38,5852,836,147.2
2026-06-16,C,159,175,128,47,26.857142857142858,35,6125,1645,159.36666666666667
2026-06-17,A,167,186,150,36,19.35483870967742,32,5952,1152,168.33333333333334
2026-06-17,B,136,153,118,35,22.875816993464053,38,5814,1330,149.36666666666667
2026-06-17,C,161,173,138,35,20.23121387283237,35,6055,1225,161.4
2026-06-18,A,160,177,149,28,15.819209039548024,40,7080,1120,168.46666666666667
2026-06-18,B,148,166,124,42,25.301204819277107,32,5312,1344,148.96666666666667
2026-06-18,C,151,174,132,42,24.137931034482758,32,5568,1344,161.3
2026-06-19,A,151,167,122,45,26.94610778443114,32,5344,1440,168.03333333333333
2026-06-19,B,147,169,118,51,30.17751479289941,38,6422,1938,149.16666666666666
2026-06-19,C,154,174,133,41,23.563218390804597,32,5568,1312,161.73333333333332
2026-06-20,A,164,187,148,39,20.855614973262032,32,5984,1248,168.1
2026-06-20,B,149,167,136,31,18.562874251497004,38,6346,1178,149.33333333333334
2026-06-20,C,144,162,123,39,24.074074074074073,40,6480,1560,161.53333333333333
2026-06-21,A,109,119,100,19,15.966386554621847,38,4522,722,168.1
2026-06-21,B,88,94,71,23,24.46808510638298,35,3290,805,149.6
2026-06-21,C,86,92,69,23,25.0,38,3496,874,161.0
2026-06-22,A,167,183,151,32,17.48633879781421,38,6954,1216,165.96666666666667
2026-06-22,B,142,152,124,28,18.421052631578945,40,6080,1120,147.1
2026-06-22,C,155,163,143,20,12.269938650306749,38,6194,760,158.36666666666667
2026-06-23,A,154,167,126,41,24.550898203592812,40,6680,1640,166.16666666666666
2026-06-23,B,149,160,124,36,22.5,32,5120,1152,146.9
2026-06-23,C,155,165,138,27,16.363636363636363,40,6600,1080,158.26666666666668
2026-06-24,A,173,197,158,39,19.796954314720814,35,6895,1365,168.23333333333332
2026-06-24,B,132,147,118,29,19.727891156462583,35,5145,1015,149.3
2026-06-24,C,158,171,126,45,26.31578947368421,38,6498,1710,160.3
2026-06-25,A,165,175,136,39,22.285714285714285,35,6125,1365,168.86666666666667
2026-06-25,B,139,151,127,24,15.894039735099339,38,5738,912,149.0
2026-06-25,C,156,171,134,37,21.637426900584796,32,5472,1184,160.13333333333333
2026-06-26,A,157,167,148,19,11.377245508982035,38,6346,722,168.33333333333334
2026-06-26,B,127,140,102,38,27.142857142857142,40,5600,1520,148.56666666666666
2026-06-26,C,172,188,162,26,13.829787234042554,32,6016,832,160.33333333333334
2026-06-27,A,163,180,153,27,15.0,40,7200,1080,168.16666666666666
2026-06-27,B,132,143,116,27,18.88111888111888,32,4576,864,147.56666666666666
2026-06-27,C,154,167,127,40,23.952095808383234,32,5344,1280,161.13333333333333
2026-06-28,A,93,105,82,23,21.904761904761905,38,3990,874,168.46666666666667
2026-06-28,B,79,86,71,15,17.441860465116278,35,3010,525,146.96666666666667
2026-06-28,C,91,98,77,21,21.428571428571427,35,3430,735,161.0
2026-06-29,A,168,187,143,44,23.52941176470588,40,7480,1760,166.0
2026-06-29,B,140,159,113,46,28.930817610062892,40,6360,1840,144.56666666666666
2026-06-29,C,154,174,133,41,23.563218390804597,35,6090,1435,158.83333333333334
2026-06-30,A,156,177,145,32,18.07909604519774,35,6195,1120,166.06666666666666
2026-06-30,B,129,143,113,30,20.97902097902098,35,5005,1050,145.0
2026-06-30,C,168,178,147,31,17.415730337078653,35,6230,1085,158.36666666666667
